,text,text
,total,GPE
k,,
2,0.9080686970937903,0.9080686970937903
3,0.9857097123556439,0.9857097123556439
4,0.9962773906793828,0.9962773906793828
5,0.9983871773843394,0.9983871773843394
10,0.9999826743763872,0.9999826743763872
20,1.0,1.0
50,1.0,1.0
