,text,text
,total,GPE
k,,
2,0.8127415311493538,0.8127415311493538
3,0.9377237538876497,0.9377237538876497
4,0.9746249924746269,0.9746249924746269
5,0.9869821553994851,0.9869821553994851
10,0.9994976166173527,0.9994976166173527
20,1.0,1.0
50,1.0,1.0
