,gdf,gdf,gdf,"mon, $\lambda=0.0$","mon, $\lambda=0.0$","mon, $\lambda=0.0$","mon, $\lambda=0.1$","mon, $\lambda=0.1$","mon, $\lambda=0.1$","mon, $\lambda=0.2$","mon, $\lambda=0.2$","mon, $\lambda=0.2$","mon, $\lambda=0.3$","mon, $\lambda=0.3$","mon, $\lambda=0.3$","mon, $\lambda=0.4$","mon, $\lambda=0.4$","mon, $\lambda=0.4$","mon, $\lambda=0.5$","mon, $\lambda=0.5$","mon, $\lambda=0.5$","mon, $\lambda=0.6$","mon, $\lambda=0.6$","mon, $\lambda=0.6$","mon, $\lambda=0.7$","mon, $\lambda=0.7$","mon, $\lambda=0.7$","mon, $\lambda=0.8$","mon, $\lambda=0.8$","mon, $\lambda=0.8$","mon, $\lambda=0.9$","mon, $\lambda=0.9$","mon, $\lambda=0.9$","mon, $\lambda=1.0$","mon, $\lambda=1.0$","mon, $\lambda=1.0$"
,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std
2,5810,3.32512908777969,26.78156713021628,8219,2.3505292614673317,0.7574667016137515,8277,2.3340582336595386,0.471944777871824,8243,2.3436855513769257,0.47496648407908026,8302,2.327029631414117,0.4691564389523148,8307,2.3256289876008185,0.4686375871841842,8186,2.3600048863914,0.480030746292377,8168,2.365205680705191,0.48151726628891245,8168,2.365205680705191,0.48151726628891245,8168,2.365205680705191,0.48151726628891245,8168,2.365205680705191,0.48151726628891245,8080,2.3909653465346534,0.5139399120850059
3,2479,7.793061718434853,103.94527887823513,5162,3.742541650523053,1.1518026993180697,5226,3.696708763872943,0.7750021936364836,5234,3.6910584638899504,0.7863056764869542,5236,3.6896485867074102,0.7755429380678565,5238,3.6882397861779306,0.7762829096287392,5198,3.716621777606772,0.767030849769254,5180,3.7295366795366793,0.7711841685517462,5180,3.7295366795366793,0.7711841685517462,5180,3.7295366795366793,0.7711841685517462,5180,3.7295366795366793,0.7711841685517462,5128,3.7673556942277693,0.8026987033443118
4,1512,12.777116402116402,199.21627364532097,3795,5.09064558629776,1.4805733689599347,3841,5.029679770892996,1.0649012701349114,3829,5.045442674327501,1.0635615939002294,3841,5.029679770892996,1.061717420880723,3855,5.011413748378729,1.0611184867558194,3800,5.083947368421053,1.0725487536830338,3781,5.1094948426342235,1.0683851651678073,3781,5.1094948426342235,1.0683851651678073,3781,5.1094948426342235,1.0683851651678073,3781,5.1094948426342235,1.0683851651678073,3749,5.153107495332089,1.0981837505966574
5,1078,17.921150278293137,292.9506223390762,2971,6.502524402558061,1.9066365635630262,3028,6.3801188903566715,1.3525396290069223,3031,6.373804025074233,1.357959063575493,3023,6.3906715183592455,1.3406559405871732,3024,6.388558201058201,1.3569687709638076,2979,6.4850621013763,1.3413510804876307,2987,6.467693337797121,1.346478675984853,2987,6.467693337797121,1.346478675984853,2987,6.467693337797121,1.346478675984853,2987,6.467693337797121,1.346478675984853,2964,6.517881241565452,1.3801608017704001
10,352,54.88352272727273,726.1531633159927,1412,13.682011331444759,3.555595014783841,1471,13.133242692046228,2.7374803987567673,1460,13.232191780821918,2.792122349528591,1462,13.214090287277703,2.8175150992955547,1466,13.178035470668485,2.76922787653672,1441,13.406662040249827,2.7602958834473004,1441,13.406662040249827,2.7585342379520847,1441,13.406662040249827,2.7585342379520847,1441,13.406662040249827,2.7585342379520847,1441,13.406662040249827,2.7585342379520847,1431,13.500349406009784,2.7973201243029133
20,92,209.9891304347826,1742.661533304954,692,27.917630057803468,6.760135223441244,710,27.20985915492958,5.766707007656242,715,27.019580419580418,5.666962326377304,707,27.325318246110324,5.809923229855932,720,26.831944444444446,5.566223550526302,711,27.171589310829816,5.678358484295199,711,27.171589310829816,5.688023754442034,711,27.171589310829816,5.688023754442034,711,27.171589310829816,5.688023754442034,711,27.171589310829816,5.688023754442034,703,27.480796586059743,5.7830544717014725
50,7,2759.8571428571427,7146.679495368728,278,69.49280575539568,18.284305634410345,286,67.54895104895105,14.395761399254367,283,68.26501766784452,14.643412053811124,280,68.99642857142857,14.468479697670546,283,68.26501766784452,14.50325515857465,278,69.49280575539568,14.588394280899623,276,69.9963768115942,14.433672294869332,276,69.9963768115942,14.433672294869332,276,69.9963768115942,14.433672294869332,276,69.9963768115942,14.433672294869332,273,70.76556776556777,14.633135788465268
