,negative_review,negative_review,positive_review,positive_review
,total,GPE,total,GPE
k,,,,
2,0.43896925241462437,0.43896925241462437,0.41067813206842074,0.41067813206842074
3,0.6377649786025481,0.6377649786025481,0.6297550423581373,0.6297550423581373
4,0.7731909454951092,0.7731909454951092,0.7641924561315507,0.7641924561315507
5,0.8089926266668501,0.8089926266668501,0.8074613265371982,0.8074613265371982
10,0.9220060497710443,0.9220060497710443,0.9221587936340685,0.9221587936340685
20,0.9695619508829003,0.9695619508829003,0.9692445255140006,0.9692445255140006
50,0.9975109037609037,0.9975109037609037,0.9953010920557818,0.9953010920557818
